brand_clean_encoded,condition_encoded,location_clean_encoded,phone_model_clean_encoded,storage_gb,ram_gb,is_member_flag,price,title,brand,model,condition,location,storage,ram,phone_model,brand_clean,location_clean,phone_model_clean
1,1,6,75,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,99900.0,Google Pixel 7 Pro 12GB 256GB (Used),Google,Pixel 7 Pro 12GB 256GB,Used,Gampaha,12GB,Unknown,Pixel 7 Pro,Google,Gampaha,Pixel 7 Pro
0,1,4,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,149000.0,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,Used,Colombo,128GB,Unknown,iPhone 15,Apple,Colombo,iPhone 15
0,1,4,103,1.1670253922213827,-0.04410889209389428,0.7196605824810245,94750.0,Apple iPhone 12 Pro Max 256GB (Used),Apple,iPhone 12 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 12 Pro Max,Apple,Colombo,iPhone 12 Pro Max
7,1,5,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,45500.0,Oppo F27 Pro+ (5G) 8/256 (Used),Oppo,F27 Pro+ (5G) 8/256,Used,Galle,Unknown,Unknown,F27 Pro+ () 8/256,Oppo,Galle,Other
0,1,4,122,1.1670253922213827,-0.04410889209389428,0.7196605824810245,264000.0,Apple iPhone 16 Pro Max 256GB (Used),Apple,iPhone 16 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
13,1,4,95,-1.3474175646073743,-0.04410889209389428,0.7196605824810245,9300.0,Vivo Y85 6GB 128GB (Used),Vivo,Y85 6GB 128GB,Used,Colombo,6GB,Unknown,Y85,Vivo,Colombo,Y85
0,1,4,103,1.1670253922213827,-0.04410889209389428,0.7196605824810245,124000.0,Apple iPhone 12 Pro Max 256GB (Used),Apple,iPhone 12 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 12 Pro Max,Apple,Colombo,iPhone 12 Pro Max
9,1,0,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,33500.0,Realme C65 5G (Used),Realme,C65 5G,Used,Ampara,Unknown,Unknown,C65,Realme,Ampara,Other
10,1,9,22,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,27500.0,Samsung Galaxy A14 5G 128GB (Used),Samsung,Galaxy A14 5G 128GB,Used,Kandy,128GB,Unknown,Galaxy A14,Samsung,Kandy,Galaxy A14
0,1,4,99,1.1670253922213827,-0.04410889209389428,0.7196605824810245,68490.0,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,Used,Colombo,256GB,Unknown,iPhone 11 Pro,Apple,Colombo,iPhone 11 Pro
10,1,9,50,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,96999.0,Samsung Galaxy S24 FE 5G 8GB 256GB (Used),Samsung,Galaxy S24 FE 5G 8GB 256GB,Used,Kandy,8GB,Unknown,Galaxy S24 FE,Samsung,Kandy,Galaxy S24 FE
14,0,4,65,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,61000.0,Xiaomi Redmi Note 15 8GB+256GB (Brand New),Xiaomi,Redmi Note 15 8GB+256GB,Brand New,Colombo,8GB,Unknown,Note 15,Xiaomi,Colombo,Note 15
0,1,4,117,1.1670253922213827,-0.04410889209389428,0.7196605824810245,209000.0,Apple iPhone 15 Pro 256GB (Used),Apple,iPhone 15 Pro 256GB,Used,Colombo,256GB,Unknown,iPhone 15 Pro,Apple,Colombo,iPhone 15 Pro
0,1,2,132,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,35000.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Badulla,128GB,Unknown,iPhone SE 2,Apple,Badulla,iPhone SE 2
0,1,4,118,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,229900.0,Apple iPhone 15 Pro Max (Used),Apple,iPhone 15 Pro Max,Used,Colombo,Unknown,Unknown,iPhone 15 Pro Max,Apple,Colombo,iPhone 15 Pro Max
0,1,5,109,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,125000.0,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,Used,Galle,128GB,Unknown,iPhone 14,Apple,Galle,iPhone 14
0,1,8,108,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,71000.0,Apple iPhone 13 mini 128GB (Used),Apple,iPhone 13 mini 128GB,Used,Kalutara,128GB,Unknown,iPhone 13 mini,Apple,Kalutara,iPhone 13 mini
0,1,10,102,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,95500.0,Apple iPhone 12 Pro (Used),Apple,iPhone 12 Pro,Used,Kurunegala,Unknown,Unknown,iPhone 12 Pro,Apple,Kurunegala,iPhone 12 Pro
0,0,4,125,-1.2870709336434842,0.31377258534135316,0.7196605824810245,389990.0,Apple iPhone 17 Pro 12GB|256GB (Brand New),Apple,iPhone 17 Pro 12GB|256GB,Brand New,Colombo,12GB,12GB,iPhone 17 Pro,Apple,Colombo,iPhone 17 Pro
0,1,15,101,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,75000.0,Apple iPhone 12 (Used),Apple,iPhone 12,Used,Trincomalee,Unknown,Unknown,iPhone 12,Apple,Trincomalee,iPhone 12
10,1,4,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,10000.0,Samsung Galaxy A03s (Used),Samsung,Galaxy A03s,Used,Colombo,Unknown,Unknown,Galaxy A03s,Samsung,Colombo,Other
0,1,4,121,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,238500.0,Apple iPhone 16 Pro 128GB (Used),Apple,iPhone 16 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 16 Pro,Apple,Colombo,iPhone 16 Pro
10,0,4,29,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,70000.0,Samsung Galaxy A36 8GB+128GB (Brand New),Samsung,Galaxy A36 8GB+128GB,Brand New,Colombo,8GB,Unknown,Galaxy A36,Samsung,Colombo,Galaxy A36
0,1,4,122,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,280000.0,Apple iPhone 16 Pro Max (Used),Apple,iPhone 16 Pro Max,Used,Colombo,Unknown,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
14,1,3,5,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,38000.0,Xiaomi Redmi 15C (Used),Xiaomi,Redmi 15C,Used,Batticaloa,Unknown,Unknown,15C,Xiaomi,Batticaloa,15C
10,1,10,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,7000.0,Samsung Galaxy Note 3 (Used),Samsung,Galaxy Note 3,Used,Kurunegala,Unknown,Unknown,Galaxy Note 3,Samsung,Kurunegala,Other
0,1,5,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,105000.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Galle,128GB,Unknown,iPhone 13,Apple,Galle,iPhone 13
10,0,4,25,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,53800.0,Samsung Galaxy A17 8GB+256GB (Brand New),Samsung,Galaxy A17 8GB+256GB,Brand New,Colombo,8GB,Unknown,Galaxy A17,Samsung,Colombo,Galaxy A17
10,1,11,67,-1.3675331082620044,-0.04410889209389428,0.7196605824810245,31000.0,Samsung Galaxy A24 4GB (Used),Samsung,Galaxy A24 4GB,Used,Matara,4GB,Unknown,Galaxy A24,Samsung,Matara,Other
10,0,4,25,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,57990.0,Samsung Galaxy A17 5G 8GB+256GB (Brand New),Samsung,Galaxy A17 5G 8GB+256GB,Brand New,Colombo,8GB,Unknown,Galaxy A17,Samsung,Colombo,Galaxy A17
9,1,3,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,24000.0,Realme Narzo 60X 5G (Used),Realme,Narzo 60X 5G,Used,Batticaloa,Unknown,Unknown,Narzo 60X,Realme,Batticaloa,Other
0,1,4,129,1.1670253922213827,-0.04410889209389428,-1.3895439382722716,26000.0,Apple iPhone 7 Plus 256GB (Used),Apple,iPhone 7 Plus 256GB,Used,Colombo,256GB,Unknown,iPhone 7 Plus,Apple,Colombo,iPhone 7 Plus
0,1,4,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,98999.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Colombo,128GB,Unknown,iPhone 13,Apple,Colombo,iPhone 13
0,1,4,119,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,175006.0,Apple iPhone 16 128GB (Used),Apple,iPhone 16 128GB,Used,Colombo,128GB,Unknown,iPhone 16,Apple,Colombo,iPhone 16
14,1,3,67,-1.3474175646073743,-0.22304963081151802,-1.3895439382722716,21500.0,Xiaomi Redmi Note 11 6GB|64GB (Used),Xiaomi,Redmi Note 11 6GB|64GB,Used,Batticaloa,6GB,6GB,Note 11,Xiaomi,Batticaloa,Other
0,1,4,114,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,176999.0,Apple iPhone 14 Pro Max 128GB Fullset Box (Used),Apple,iPhone 14 Pro Max 128GB Fullset Box,Used,Colombo,128GB,Unknown,iPhone 14 Pro Max Box,Apple,Colombo,iPhone 14 Pro Max Box
0,1,4,118,1.1670253922213827,-0.04410889209389428,0.7196605824810245,212005.0,Apple iPhone 15 Pro Max 256GB (Used),Apple,iPhone 15 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 15 Pro Max,Apple,Colombo,iPhone 15 Pro Max
10,1,8,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,6500.0,Samsung Galaxy J2 (Used),Samsung,Galaxy J2,Used,Kalutara,Unknown,Unknown,Galaxy J2,Samsung,Kalutara,Other
10,0,4,19,-1.3474175646073743,-0.04410889209389428,0.7196605824810245,34800.0,Samsung Galaxy A07 6GB+128GB (Brand New),Samsung,Galaxy A07 6GB+128GB,Brand New,Colombo,6GB,Unknown,Galaxy A07,Samsung,Colombo,Galaxy A07
0,1,4,122,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,267000.0,Apple iPhone 16 Pro Max (Used),Apple,iPhone 16 Pro Max,Used,Colombo,Unknown,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
0,1,6,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,164999.0,Apple iPhone 14 Pro 128 GB Fd (Used),Apple,iPhone 14 Pro 128 GB Fd,Used,Gampaha,128GB,Unknown,iPhone 14 Pro Fd,Apple,Gampaha,Other
0,1,5,101,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,85000.0,Apple iPhone 12 128GB (Used),Apple,iPhone 12 128GB,Used,Galle,128GB,Unknown,iPhone 12,Apple,Galle,iPhone 12
10,1,1,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,8000.0,Samsung Galaxy M01 Core Blue Edition (Used),Samsung,Galaxy M01 Core Blue Edition,Used,Anuradhapura,Unknown,Unknown,Galaxy M01 Core Blue Edition,Samsung,Anuradhapura,Other
3,1,3,67,-1.3675331082620044,-0.40199036952914174,-1.3895439382722716,18000.0,Huawei Y6p 4GB|64GB (Used),Huawei,Y6p 4GB|64GB,Used,Batticaloa,4GB,4GB,Y6p,Huawei,Batticaloa,Other
10,1,6,55,1.1670253922213827,-0.04410889209389428,0.7196605824810245,240000.0,Samsung Galaxy S25 Ultra 256GB (Used),Samsung,Galaxy S25 Ultra 256GB,Used,Gampaha,256GB,Unknown,Galaxy S25 Ultra,Samsung,Gampaha,Galaxy S25 Ultra
0,1,6,120,1.1670253922213827,-0.04410889209389428,0.7196605824810245,254999.0,Apple iPhone 16 Plus 256GB (Used),Apple,iPhone 16 Plus 256GB,Used,Gampaha,256GB,Unknown,iPhone 16 Plus,Apple,Gampaha,iPhone 16 Plus
0,1,4,122,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,305000.0,Apple iPhone 16 Pro Max (Used),Apple,iPhone 16 Pro Max,Used,Colombo,Unknown,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
0,1,4,102,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,119799.0,Apple iPhone 12 Pro 128GB (Used),Apple,iPhone 12 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 12 Pro,Apple,Colombo,iPhone 12 Pro
0,1,10,100,1.1670253922213827,-0.04410889209389428,-1.3895439382722716,87000.0,Apple iPhone 11 Pro Max 256GB (Used),Apple,iPhone 11 Pro Max 256GB,Used,Kurunegala,256GB,Unknown,iPhone 11 Pro Max,Apple,Kurunegala,iPhone 11 Pro Max
0,1,4,109,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,108007.0,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,Used,Colombo,128GB,Unknown,iPhone 14,Apple,Colombo,iPhone 14
0,1,4,122,1.1670253922213827,-0.04410889209389428,0.7196605824810245,273000.0,Apple iPhone 16 Pro Max 256GB (Used),Apple,iPhone 16 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
10,1,9,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,33500.0,Samsung Galaxy A05s (Used),Samsung,Galaxy A05s,Used,Kandy,Unknown,Unknown,Galaxy A05s,Samsung,Kandy,Other
0,1,6,118,3.74181498001403,-0.04410889209389428,0.7196605824810245,279999.0,Apple iPhone 15 Pro Max 512GB (Used),Apple,iPhone 15 Pro Max 512GB,Used,Gampaha,512GB,Unknown,iPhone 15 Pro Max,Apple,Gampaha,iPhone 15 Pro Max
0,1,4,102,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,108799.0,Apple iPhone 12 Pro 128GB (Used),Apple,iPhone 12 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 12 Pro,Apple,Colombo,iPhone 12 Pro
10,1,11,40,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,32000.0,Samsung Galaxy M33 128GB (Used),Samsung,Galaxy M33 128GB,Used,Matara,128GB,Unknown,Galaxy M33,Samsung,Matara,Galaxy M33
10,0,4,67,-0.7640667986231027,-0.04410889209389428,0.7196605824810245,32799.0,Samsung Galaxy A07 4/64GB (Brand New),Samsung,Galaxy A07 4/64GB,Brand New,Colombo,64GB,Unknown,Galaxy A07 4,Samsung,Colombo,Other
0,1,6,118,1.1670253922213827,-0.04410889209389428,0.7196605824810245,259999.0,Apple iPhone 15 Pro Max 256GB (Used),Apple,iPhone 15 Pro Max 256GB,Used,Gampaha,256GB,Unknown,iPhone 15 Pro Max,Apple,Gampaha,iPhone 15 Pro Max
10,0,4,55,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,324900.0,Samsung Galaxy S25 Ultra 12GB 512GB (Brand New),Samsung,Galaxy S25 Ultra 12GB 512GB,Brand New,Colombo,12GB,Unknown,Galaxy S25 Ultra,Samsung,Colombo,Galaxy S25 Ultra
8,0,6,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,35950.0,HMD Crest 5G 6/128 (Brand New),Other,HMD Crest 5G 6/128,Brand New,Gampaha,Unknown,Unknown,HMD Crest 6/128,Other,Gampaha,Other
10,1,9,29,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,66999.0,Samsung Galaxy A36 5G 8GB 256GB (Used),Samsung,Galaxy A36 5G 8GB 256GB,Used,Kandy,8GB,Unknown,Galaxy A36,Samsung,Kandy,Galaxy A36
0,1,4,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,105000.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Colombo,128GB,Unknown,iPhone 13,Apple,Colombo,iPhone 13
0,1,6,117,1.1670253922213827,-0.04410889209389428,0.7196605824810245,219999.0,Apple iPhone 15 Pro 256GB (Used),Apple,iPhone 15 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 15 Pro,Apple,Gampaha,iPhone 15 Pro
14,1,4,2,-1.3474175646073743,-0.22304963081151802,0.7196605824810245,25500.0,Xiaomi Redmi 13C 5G/6GB/128GB (Used),Xiaomi,Redmi 13C 5G/6GB/128GB,Used,Colombo,6GB,6GB,13C,Xiaomi,Colombo,13C
0,1,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,139999.0,Apple iPhone 13 Pro 256GB [Space Gray] (Used),Apple,iPhone 13 Pro 256GB [Space Gray],Used,Colombo,256GB,Unknown,iPhone 13 Pro [Space Gray,Apple,Colombo,Other
2,1,4,67,3.74181498001403,-0.04410889209389428,0.7196605824810245,208500.0,Honor MAGIC 7 PRO 12+512GB (Used),Honor,MAGIC 7 PRO 12+512GB,Used,Colombo,512GB,Unknown,MAGIC 7 PRO 12,Honor,Colombo,Other
15,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,31799.0,ZTE Blade 76 (Brand New),ZTE,Blade 76,Brand New,Colombo,Unknown,Unknown,Blade 76,ZTE,Colombo,Other
0,1,6,117,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,209999.0,Apple iPhone 15 Pro 128GB (Used),Apple,iPhone 15 Pro 128GB,Used,Gampaha,128GB,Unknown,iPhone 15 Pro,Apple,Gampaha,iPhone 15 Pro
0,1,9,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,89999.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Kandy,128GB,Unknown,iPhone 13,Apple,Kandy,iPhone 13
0,1,4,109,1.1670253922213827,-0.04410889209389428,0.7196605824810245,122000.0,Apple iPhone 14 256GB (Used),Apple,iPhone 14 256GB,Used,Colombo,256GB,Unknown,iPhone 14,Apple,Colombo,iPhone 14
14,0,4,60,-0.12036940167494091,0.31377258534135316,0.7196605824810245,29000.0,Xiaomi Redmi Note 13 128GB 12GB RAM 5G (Brand New),Xiaomi,Redmi Note 13 128GB 12GB RAM 5G,Brand New,Colombo,128GB,12GB,Note 13,Xiaomi,Colombo,Note 13
10,1,11,67,-1.3675331082620044,-0.04410889209389428,0.7196605824810245,31000.0,Samsung Galaxy A23 4GB (Used),Samsung,Galaxy A23 4GB,Used,Matara,4GB,Unknown,Galaxy A23,Samsung,Matara,Other
0,1,10,121,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,239000.0,Apple iPhone 16 Pro 128GB (Used),Apple,iPhone 16 Pro 128GB,Used,Kurunegala,128GB,Unknown,iPhone 16 Pro,Apple,Kurunegala,iPhone 16 Pro
1,1,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,64999.0,Google Pixel 7 [Global] 128GB - 5G (Used),Google,Pixel 7 [Global] 128GB - 5G,Used,Colombo,128GB,Unknown,Pixel 7 [Global],Google,Colombo,Other
10,1,11,23,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,38000.0,Samsung Galaxy A15 128GB (Used),Samsung,Galaxy A15 128GB,Used,Matara,128GB,Unknown,Galaxy A15,Samsung,Matara,Galaxy A15
10,0,9,19,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,34999.0,Samsung Galaxy A07 128GB (Brand New),Samsung,Galaxy A07 128GB,Brand New,Kandy,128GB,Unknown,Galaxy A07,Samsung,Kandy,Galaxy A07
0,1,5,97,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,73000.0,Apple iPhone 11 128GB (Used),Apple,iPhone 11 128GB,Used,Galle,128GB,Unknown,iPhone 11,Apple,Galle,iPhone 11
0,1,10,117,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,188000.0,Apple iPhone 15 Pro 128GB (Used),Apple,iPhone 15 Pro 128GB,Used,Kurunegala,128GB,Unknown,iPhone 15 Pro,Apple,Kurunegala,iPhone 15 Pro
4,0,4,67,-0.7640667986231027,-0.04410889209389428,0.7196605824810245,28799.0,Infinix Smart 10 4/64GB (Brand New),Infinix,Smart 10 4/64GB,Brand New,Colombo,64GB,Unknown,Smart 10 4,Infinix,Colombo,Other
8,1,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,59500.0,Moto EDGE 50 PRO 8+256GB (Used),Other,Moto EDGE 50 PRO 8+256GB,Used,Colombo,256GB,Unknown,Moto EDGE 50 PRO 8,Other,Colombo,Other
0,1,4,117,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,196005.0,Apple iPhone 15 Pro 128GB (Used),Apple,iPhone 15 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 15 Pro,Apple,Colombo,iPhone 15 Pro
0,1,4,112,1.1670253922213827,-0.04410889209389428,0.7196605824810245,196000.0,Apple iPhone 14 Pro Max 256GB (Used),Apple,iPhone 14 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 14 Pro Max,Apple,Colombo,iPhone 14 Pro Max
0,1,10,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,140000.0,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,Used,Kurunegala,128GB,Unknown,iPhone 15,Apple,Kurunegala,iPhone 15
0,0,4,126,1.1670253922213827,-0.04410889209389428,0.7196605824810245,402000.0,Apple iPhone 17 Pro Max 256GB (Brand New),Apple,iPhone 17 Pro Max 256GB,Brand New,Colombo,256GB,Unknown,iPhone 17 Pro Max,Apple,Colombo,iPhone 17 Pro Max
4,0,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,74799.0,Infinix Hot 60 Pro+ 8/256GB (Brand New),Infinix,Hot 60 Pro+ 8/256GB,Brand New,Colombo,256GB,Unknown,Hot 60 Pro+ 8,Infinix,Colombo,Other
0,1,4,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,139003.0,Apple iPhone 15 128 GB (Used),Apple,iPhone 15 128 GB,Used,Colombo,128GB,Unknown,iPhone 15,Apple,Colombo,iPhone 15
0,1,4,122,1.1670253922213827,-0.04410889209389428,0.7196605824810245,285000.0,Apple iPhone 16 Pro Max 256GB (Used),Apple,iPhone 16 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
4,0,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,57899.0,Infinix Hot 60 Pro 8/256GB (Brand New),Infinix,Hot 60 Pro 8/256GB,Brand New,Colombo,256GB,Unknown,Hot 60 Pro 8,Infinix,Colombo,Other
11,1,6,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,49900.0,Sony Xperia 1 III 5G 12/256GB (Used),Sony,Xperia 1 III 5G 12/256GB,Used,Gampaha,256GB,Unknown,Xperia 1 III 12,Sony,Gampaha,Other
6,1,4,1,-1.246839846334224,-0.04410889209389428,0.7196605824810245,158500.0,OnePlus 13 16GB 512GB (Used),OnePlus,13 16GB 512GB,Used,Colombo,16GB,Unknown,13,OnePlus,Colombo,13
0,1,4,121,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,262000.0,Apple iPhone 16 Pro 128GB (Used),Apple,iPhone 16 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 16 Pro,Apple,Colombo,iPhone 16 Pro
0,1,4,106,1.1670253922213827,-0.04410889209389428,0.7196605824810245,136000.0,Apple iPhone 13 Pro 256GB (Used),Apple,iPhone 13 Pro 256GB,Used,Colombo,256GB,Unknown,iPhone 13 Pro,Apple,Colombo,iPhone 13 Pro
10,1,9,40,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,36500.0,Samsung Galaxy M33 5G (Used),Samsung,Galaxy M33 5G,Used,Kandy,Unknown,Unknown,Galaxy M33,Samsung,Kandy,Galaxy M33
14,0,4,61,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,78799.0,Xiaomi Redmi Note 14 5G (Brand New),Xiaomi,Redmi Note 14 5G,Brand New,Colombo,Unknown,Unknown,Note 14,Xiaomi,Colombo,Note 14
11,1,6,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,49900.0,Sony Xperia 1 III 5G 12/256GB (Used),Sony,Xperia 1 III 5G 12/256GB,Used,Gampaha,256GB,Unknown,Xperia 1 III 12,Sony,Gampaha,Other
0,1,10,111,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,147000.0,Apple iPhone 14 Pro 128GB (Used),Apple,iPhone 14 Pro 128GB,Used,Kurunegala,128GB,Unknown,iPhone 14 Pro,Apple,Kurunegala,iPhone 14 Pro
0,1,4,112,1.1670253922213827,-0.04410889209389428,0.7196605824810245,184005.0,Apple iPhone 14 Pro Max 256GB (Used),Apple,iPhone 14 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 14 Pro Max,Apple,Colombo,iPhone 14 Pro Max
0,0,9,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,442000.0,Apple iPhone 17 Pro Max X/A (Sim Version) (Brand New),Apple,iPhone 17 Pro Max X/A (Sim Version),Brand New,Kandy,Unknown,Unknown,iPhone 17 Pro Max X/A (Sim Version,Apple,Kandy,Other
4,0,9,66,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,79999.0,Infinix Note 50 (Brand New),Infinix,Note 50,Brand New,Kandy,Unknown,Unknown,Note 50,Infinix,Kandy,Note 50
8,1,9,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,55000.0,Moto Edge 50 Fusion (Used),Other,Moto Edge 50 Fusion,Used,Kandy,Unknown,Unknown,Moto Edge 50 Fusion,Other,Kandy,Other
14,0,4,62,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,58799.0,Xiaomi Redmi Note 14 4G (Brand New),Xiaomi,Redmi Note 14 4G,Brand New,Colombo,Unknown,Unknown,Note 14 4G,Xiaomi,Colombo,Note 14 4G
2,0,6,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,57400.0,Honor 200 Smart 5G 8\256GB (Brand New),Honor,200 Smart 5G 8\256GB,Brand New,Gampaha,256GB,Unknown,200 Smart 8,Honor,Gampaha,Other
11,1,6,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,49900.0,Sony Xperia 1 III 5G 12/256GB (Used),Sony,Xperia 1 III 5G 12/256GB,Used,Gampaha,256GB,Unknown,Xperia 1 III 12,Sony,Gampaha,Other
0,1,4,138,-0.7640667986231027,-0.04410889209389428,0.7196605824810245,64999.0,Apple iPhone XS Max 64GB (Used),Apple,iPhone XS Max 64GB,Used,Colombo,64GB,Unknown,iPhone XS Max,Apple,Colombo,iPhone XS Max
14,1,6,67,-1.3474175646073743,-0.04410889209389428,0.7196605824810245,21900.0,Xiaomi Redmi 12C 6GB 128GB (Used),Xiaomi,Redmi 12C 6GB 128GB,Used,Gampaha,6GB,Unknown,12C,Xiaomi,Gampaha,Other
0,1,14,135,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,38000.0,Apple iPhone XR (Used),Apple,iPhone XR,Used,Ratnapura,Unknown,Unknown,iPhone XR,Apple,Ratnapura,iPhone XR
0,1,10,109,1.1670253922213827,-0.04410889209389428,0.7196605824810245,115000.0,Apple iPhone 14 256GB (Used),Apple,iPhone 14 256GB,Used,Kurunegala,256GB,Unknown,iPhone 14,Apple,Kurunegala,iPhone 14
0,1,4,111,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,154003.0,Apple iPhone 14 Pro 128GB (Used),Apple,iPhone 14 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 14 Pro,Apple,Colombo,iPhone 14 Pro
0,1,6,97,1.1670253922213827,-0.04410889209389428,-1.3895439382722716,73500.0,Apple iPhone 11 256GB (Used),Apple,iPhone 11 256GB,Used,Gampaha,256GB,Unknown,iPhone 11,Apple,Gampaha,iPhone 11
10,1,6,48,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,115000.0,Samsung Galaxy S23 Ultra (Used),Samsung,Galaxy S23 Ultra,Used,Gampaha,Unknown,Unknown,Galaxy S23 Ultra,Samsung,Gampaha,Galaxy S23 Ultra
